ID вакансии,Название вакансии,Описание вакансии,Ключевые навыки,Опыт работы,Название специальности,Заработная плата
112479561,Database Administrator / DBA (Middle),"В данный момент у нас открыто две вакансии DBA в отдел развития инфраструктуры и находимся в поисках специалистов мидл и синьер уровня. Наш основной стек: Linux (Astra linux, Alt linux), Docker, PostgreSQL, ClickHouse, Redis, MongoDB, Kafka, terraform, Ansible, Kubernetes, GitlabCi, Werf, Vault. ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ: - анализ текущего состояния инфраструктуры, проверка архитектурных решений и идей, проверка технологий и компонентов;- организация плана развития;- поддержка и оптимизация БД;- участие в развёртывании новых БД, построение отказоустойчивых кластеров;- выявление узких мест, выявление факторов, влияющих на масштабирование;- активное взаимодействие с отделом разработки;- выявление и оптимизация проблемных SQL запросов;- решение сложных инцидентов и проблем;- описание и обоснование выбранных технических решений.   ЧТО НАМ ВАЖНО: - знания принципов работы СУБД, схем баз данных, запросов, индексов;- опыт написание и оптимизация SQL запросов, знание и опыт написания кода на PL/pgSQL;- навыки оптимизации производительности БД;- опыт работы в ОС Linux;- опыт настройки резервного копирования;- навык поддержки сложных СУБД систем в корпоративной промышленной среде.   ЧТО МЫ ПРЕДЛАГАЕМ:  Официальное оформление (аккредитованная IT компания), полная удаленка РФ или на выбор: Офис Москва, БЦ Алкон, м.Сокол, 5/2; Забота о здоровье: ДМС (включая стоматологию и госпитализацию) сразу после испытательного срока, возможность страхования членов семьи, врачи в офисах, телемедицина; Материальная поддержка к значимым событиям в жизни сотрудника; Корпоративные льготы для своих: выгодные условия по кредитованию, IT-ипотеке и вкладам, льготные условия по страховым и пенсионным программам, скидки и предложения в приложении ГИД от партнеров; Развитие и обучение: корпоративное обучение, скидки на курсы от ведущих образовательных онлайн-платформ, внутренний сервис курсов и вебинаров, доступ к ведущей онлайн-библиотеке Спортивная жизнь: скидки на абонементы в фитнес-клубы, онлайн-платформы тренировок, участие в внутрикорпоративных спартакиадах.   ",PostgreSQL;Базовая работа с Linux;Работа с базами данных;Разработка архитектурных решений;Резервное копирование,1-3,Администратор баз данных,0
112479562,Database Administrator / DBA (Middle),"В данный момент у нас открыто две вакансии DBA в отдел развития инфраструктуры и находимся в поисках специалистов мидл и синьер уровня. Наш основной стек: Linux (Astra linux, Alt linux), Docker, PostgreSQL, ClickHouse, Redis, MongoDB, Kafka, terraform, Ansible, Kubernetes, GitlabCi, Werf, Vault. ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ: - анализ текущего состояния инфраструктуры, проверка архитектурных решений и идей, проверка технологий и компонентов;- организация плана развития;- поддержка и оптимизация БД;- участие в развёртывании новых БД, построение отказоустойчивых кластеров;- выявление узких мест, выявление факторов, влияющих на масштабирование;- активное взаимодействие с отделом разработки;- выявление и оптимизация проблемных SQL запросов;- решение сложных инцидентов и проблем;- описание и обоснование выбранных технических решений.   ЧТО НАМ ВАЖНО: - знания принципов работы СУБД, схем баз данных, запросов, индексов;- опыт написание и оптимизация SQL запросов, знание и опыт написания кода на PL/pgSQL;- навыки оптимизации производительности БД;- опыт работы в ОС Linux;- опыт настройки резервного копирования;- навык поддержки сложных СУБД систем в корпоративной промышленной среде.   ЧТО МЫ ПРЕДЛАГАЕМ:  Официальное оформление (аккредитованная IT компания), полная удаленка РФ или на выбор: Офис Москва, БЦ Алкон, м.Сокол, 5/2; Забота о здоровье: ДМС (включая стоматологию и госпитализацию) сразу после испытательного срока, возможность страхования членов семьи, врачи в офисах, телемедицина; Материальная поддержка к значимым событиям в жизни сотрудника; Корпоративные льготы для своих: выгодные условия по кредитованию, IT-ипотеке и вкладам, льготные условия по страховым и пенсионным программам, скидки и предложения в приложении ГИД от партнеров; Развитие и обучение: корпоративное обучение, скидки на курсы от ведущих образовательных онлайн-платформ, внутренний сервис курсов и вебинаров, доступ к ведущей онлайн-библиотеке Спортивная жизнь: скидки на абонементы в фитнес-клубы, онлайн-платформы тренировок, участие в внутрикорпоративных спартакиадах.   ",PostgreSQL;Базовая работа с Linux;Работа с базами данных;Разработка архитектурных решений;Резервное копирование,1-3,Администратор баз данных,0
107572868,Администратор баз данных,"Обязанности:   Администрирование баз данных серверов на базе Windows, Linux.   Решение возникающих инцидентов с СУБД и их последующий анализ.   Установка, конфигурирование, оптимизация баз данных Microsoft SQL, Postgres PRO.   Мониторинг, анализ и оптимизация производительности серверов СУБД, выявление и выдача рекомендаций оптимизации проблемных SQL запросов.   Разработка и внедрение процессов по автоматизации.   Ведение технической документации (регламенты, инструкции).  Работа с кластерами высокой доступности MS SQL Server, Postgres PRO. Работа в команде с разработчиками по вопросам настройки/эксплуатации баз данных. Написание скриптов, языковых запросов в рамках необходимых для эксплуатации БД. Работа с прикладным ПО в части настройки, оптимизации, подключения к кластеру серверов БД. Работа с системами резервного копирования. обеспечение создания, проверки целостности и восстановление резервных копий баз данных. Поддержка и развитие актуального плана бекапа. Участие в проектирование различных решений, сопровождение, внедрение проектов по переходу на преимущественно отечественное программное обеспечение в области СУБД из реестра отечественного ПО.  Требования:   Навыки администрирования серверов на базе операционных систем Windows, Linux.   Практические навыки администрирования база данных Microsoft SQL, PostgresSQL, от 3 лет. Хорошее знание инструментария MS SQL Server.   Глубокое знание принципов работы СУБД, объектов СУБД, работы транзакций. Опыт работы с высоконагруженными СУБД.   Опыт администрирования OC Linux, опыт работы с OC Atra Linux, OC Windows, Postgres PRO/ bash/PowerShell/Ansible/Puppet/Salt.   Умение устанавливать, настраивать, обновлять PostgresSQL, MS SQL, настраивать резервное копирование, репликацию, выполнить оптимизацию производительности.   Умение писать и оптимизировать SQL-запросы   Умение строить решение высокой доступности (Patroni, AlwaysOn).   Условия:  Сплоченная команда профессионалов, в которой можно не только успешно реализовывать проекты, но и перенимать опыт и развиваться. Комфортный офис в 10 минутах пешком от метро Тульская. Полис добровольного медицинского страхования, обслуживаемый в лучших клиниках города. Регулярная индексация заработной платы. ",Microsoft SQL Server;PostgreSQL;PowerShell;Администрирование серверов и рабочих станций;Базовая работа с Linux;Работа в команде;Работа с базами данных;Разработка технической документации;Резервное копирование;Системы управления конфигурацией,3-6,Администратор баз данных,0
107574678,Администратор баз данных,"ООО «Русская платина» - группа горнодобывающих компаний приглашает на работу Администратора баз данных в управляющую компанию проекта по строительству нового горно-обогатительного комбината (Черногорская горнорудная компания). Обязанности:  Решение возникающих инцидентов с СУБД и их последующий анализ; Мониторинг и обеспечение производительности и отказоустойчивости СУБД MS SQL Server 2008-2019; Мониторинг, логирование, обслуживание и оптимизация производи-тельности запросов и общей работы баз данных; Настройка отказоустойчивых решений на MS SQL Server; Администрирование серверов MS SQL Server (управление доступами, объектами, параметрами); Установка и настройка Сервера 1С, установка клиент-серверной платформы 1С, установка клиентских лицензий, СЛК ключей, настройка веб-публикаций серверов 1С.  Требования:  Высшее техническое образование, желательно - Информационные технологии и системы связи; От 3х лет опыт аналитической работы или разработчиком 1С; Углубленное владение языком запросов SQL для MS SQL; Уверенные знания платформенных механизмов 1С 8, установки платформы в клиент-серверном варианте; Знания установки СЛК, ключей защиты, лицензий 1С, серверов 1С; Работа с консолью администрирования 1С; Знания публикации баз 1С на веб-серверах; Наличие сертификатов по системному администрированию / управлению базами данных / администрированию или программированию в 1С как плюс.  Условия:  Уровень оплаты обсуждается с успешным кандидатом индивидуально; Пятидневная рабочая неделя с 9.00 до 18.00, гибридный формат работы (удаленно+посещение офиса 2-3 дня в неделю); ДМС, включая стоматологию, после испытательного срока; Офис в центре города, 300 м. от ст.м. Смоленская. ","Microsoft SQL Server;Администрирование 1С;Администрирование серверов и рабочих станций;Компьютерные сети, маршрутизация, протоколы;Работа с базами данных;Сетевой мониторинг и логирование",3-6,Администратор баз данных,0
108781522,Программист баз данных,"Медицинской научно-производственной компании в штат требуется Программист базы данных Обязанности:  Программирование Базы данных компании под руководством создателей базы Исправление неудобных процессов и ошибок Разработка новых блоков, вся работа через github  Требования:  Знания C# Знания Java Script и фреймворк Angular База данных PostgreSQL и язык SQL. Вызов процедур и функций PostgreSQL из C# Операционная система Linux (UBUNTU) Умение быстро получать новые знания Умение понять пожелания к БД обычных людей-пользователей и сформулировать  Условия:  График 5\2 с 9 до 18.00, 2-3 дня в офисе, 2-3 дня можно удаленно Оклад на ИС от 200 000 на руки, все белое Офис в шаговой доступности от метро Озерки или Проспект Просвещения ",C#/.NET;Front-end разработка;Git;PostgreSQL;Базовая работа с Linux,1-3,Администратор баз данных,200000
108375323,Инженер - аналитик (СУБД),"Datagile - продуктовая компания. Основное наше направление - это разработка продуктов в сфере информационной безопасности, автоматизации и баз данных. Мы в поиске Инженера - аналитика (Системного аналитика) на проект Jatoba. Jatoba - Отечественная система управления базами данных (СУБД) ПО общего назначения для создания и управления реляционными базами данных и обеспечения многопользовательского доступа с разным уровнем конфиденциальности Задачи:  Макетирование, исследование и функциональный анализ компонентов СУБД PostgreSQL в направлении отказоустойчивости, резервирования, восстановления и пулирования; Сбор, анализ и документирование требований заказчиков; Интервьюирование экспертов в предметной области и пользователей; Выявление и документирование функциональных требований к программному обеспечению; Проработка и формирование сценариев использования (use case); Постановка задач (user story) разработчикам для реализации требований; Постоянное взаимодействие с командой разработки; Построение необходимых моделей, алгоритмов, стендов на виртуальных машинах; Участие в тестировании прототипа разрабатываемого программного обеспечения; Консультирование пользователей по работе с новыми функциями; Обработка запросов на изменение функциональных и нефункциональных требований;  Что для нас важно:  Понимание внутренней архитектуры СУБД PostgreSQL; Опыт работы с Linux; Опыт администрирования СУБД PostgreSQL или Oracle; Понимание ЖЦ разработки ПО, правил постановки задач, написания ТЗ; Работа с виртуальными машинами.   Желательно понимание принципов работы одного или нескольких продуктов (технологий):  Patroni; Percona; Citus; Shardman; Чтение программного кода на основных языках программирования.  Работать в Datagile это: Развитие: Наставничество, работа в команде экспертов, внешнее обучение и профессиональные конференции за счет компании, компенсация занятий иностранным языком; Работа с комфортом: Формат на выбор - удаленно из любой точки, офис, гибрид. Гибкое начало рабочего дня (обязательные часы присутствия с 11-16 по МСК), техника для работы; Забота о здоровье: ДМС с психологом, офисный врач, компенсация занятий спортом, хобби или любых других увлечений, зона отдыха в офисе (чай/кофе/печеньки); Забота о близких: Подарки детям на праздники, дотации на приобретение детских путевок в лагерь, материальная поддержка в важные периоды жизни; Для общения: Корпоративные мероприятия, сквош, футбол, настольные игры в офисе; Стабильность: Аккредитованная ИТ компания, официальное трудоустройство по ТК РФ, ежеквартальные премии, работа над масштабными проектами. ",Front-end разработка;MySQL;Oracle Database;PostgreSQL;Базовая работа с Linux;Консультирование и ведение клиентов;Проведение интервью;Работа в команде;Разработка пользовательских сценариев;Разработка программного обеспечения;Сбор и анализ требований;Управление персоналом;Формирование технических заданий,1-3,Администратор баз данных,0
107861344,Администратор БД PostgreSQL,"Обязанности:  Администрирование автоматизированной системы на тех стеке PostgreSQL, GreenPlum. Настройка и использование систем мониторинга, мониторинг работы сервисов и узлов АС, анализ производительности и доступности. Прием функционала на промышленное сопровождение, оптимизация работы БД и сервисов. Оперативное реагирование и принятие действий по локализации и устранению возникающих аварий, дефектов, инцидентов и сбоев в работе АС. Консультации пользователей и разработчиков по работе с ПП Управление и конфигурирование инфраструктурных сервисов.  Требования:  ​​​​​​​​​​​​​​Понимание принципов работы СУБД (Postgree, GreenPlum) и ETL процессов Знание SQL (DML, DDL), фокус на Postgree Навыки работы с инструментами сопровождения СУБД. Навыки работы в Linux: умение работать с командной строкой, написание bash скриптов Знакомство с инструментами осуществления мониторинга – Grafana, Zabbix  Условия:​​​​​​​  Возможность участия в интересном проекте Возможность профессионального и карьерного роста в компании; Опыт работы в команде профессионалов; Уровень заработной платы обсуждается индивидуально. Офисный формат работы ",,1-3,Администратор баз данных,0
108255813,SQL разработчик,"О компании и команде: Globus – крупный российский интегратор и лидер в разработке сложных корпоративных систем, приложений, IT-продуктов полного цикла. Партнером компании, с которым предстоит работать, является один из крупнейших банков РФ.Про проект:Аналитические и функциональные модули, реализованные для сотрудников и руководителей Корпоративного блока банка. Переход с Oracle на PostgreSQL и Greenplum. Ожидания от кандидата:● Опыт написания логики на PostgreSQL или Greenplum; ● Опыт оптимизации программных модулей; ● Умение читать чужой код на SQL; ● Плюсом будет опыт миграции на Greenplum/Postgre. Условия работы:● Формат работы: офис или гибрид в Екатеринбурге; ● Трудоустройство по ТК РФ (обсуждаемо); ● Работа в аккредитованной ИТ компании; ● Адаптивные бизнес-процессы внутри компании; ● Достаточная степень независимости в принятии решений; ● Отличная возможность вместе с профессиональной командой создавать продукты, которыми будут пользоваться миллионы людей; ● Расширенный ДМС; ● Скидки на обучение английскому языку; ● Комфортабельное рабочее место, необходимое оборудование; ● Обучение за счет компании, участие в митапах.  ",Code review;PostgreSQL,1-3,Администратор баз данных,0
115588149,Разработчик Oracle+Delphi,"Задачи должности:  Развитие и сопровождение производственных ИС на базе СУБД Oracle, доработки существующих структур СУБД Oracle; Изучение и анализ структуры объектов и содержания информационных систем (ИС); Разработка, внедрение и сопровождение ИС; Проектирование реляционной структуры данных под бизнес задачи, реализация требуемой бизнес-логики в рамках sql (хранимых процедур и функций). Анализ, ревью и оптимизация legacy sql-кода. Участие в проектировании ИС, решение исследовательских задач по реализации функциональности проектов; Отладка приложений и устранение дефектов; Оптимизация кода, участие в рецензировании кода; Анализ данных информационных систем; Участие в составление плана работ, оценка сроков и рисков; Подготовка проектной и рабочей документации;  Требования к квалификации и опыту работы:  Высшее техническое образование.  Наличие сертификатов в области Oracle SQL, PL/SQL (преимущество).  Опыт работы с СУБД Oraсle 11g; Опыт разработки Delphi; Опыт PL/SQL разработки; Опыт работы с IDE (PL/SQL Developer, TOAD), VCS -системы, Service Desk (Jira); Опыт работы с Git, GitLab; Опыт написания нормативно-технической документации.  Необходимые технические навыки:  Уверенные знания архитектуры СУБД Oracle Уверенное знание SQL, PL/SQL знание методик оптимизации SQL запросов; Понимание структуры xml, json, опыт работы с данными форматами в Oracle Знание Delphi, стандартной библиотеки VCL, FastReports, DevExpress Уверенное владение приемами разработки БД, знание транзакций, автономных транзакций, таблиц, индексов, представлений, пакетов, хранимых процедур и функций, триггеров, оптимизации, партиционирования, параллелизации запросов и управление доступом к данным; Владение навыками объектно-ориентированного программирования; Знание принципов построения клиент-серверных и трехуровневых систем с реляционными БД;  Условия:  Рабочее место: г.Ульяновск Возможен гибридный формат работы после испытательного срока Готовность выполнить тестовое задание. ",API;Atlassian Jira;Gitlab;HTML/CSS;Oracle Database;Pascal/Delphi;XML;Андеррайтинг;Знание базовых принципов разработки;Проектирование ИС;Работа с базами данных;Управление продуктом;Управление рисками;Управление рисками компаний;Хранение и обработка данных,3-6,Администратор баз данных,0
115588171,Senior Oracle / Postgres Developer,"Чем предстоит заниматься:  Разрабатывать, тестировать и исправлять ошибки в приложениях; Оптимизировать SQL скрипты и PL/SQL код для повышения производительности; Разрабатывать и настраивать БД Postgres в составе команды проекта; Участвовать в проработке архитектуры решений.  Что для нас важно:   Знание архитектуры и основных объектов Оracle, принципов работы баз данных.   Опыт разработки микросервисных приложений, знание микросервисной архитектуры;   Опыт работы с такими структурами данных как JSON/XML (на уровне middle и выше);   Опыт реализации программных элементов в PLSQL (package, procedure, function, trigger.);   Опыт оптимизации программного кода и SQL запросов;   Понимание основ CI\CD.   Будет плюсом:   Опыт с Platformeco;   Опыт работы с: Kаfka, Redis;   Опыт работы с CamundaBPM или другими BPM-движками;   Опыт разработки в СУБД Postgres.  ",Apache Kafka;API;Camunda;CI/CD;HTML/CSS;Oracle Database;PostgreSQL;Redis;XML;Организация и управление бизнес-процессами;Проектирование баз данных;Работа с базами данных;Разработка архитектурных решений;Разработка приложений;Хранение и обработка данных,3-6,Администратор баз данных,0
114914904,Главный разработчик корпоративного хранилища данных,"Чем предстоит заниматься:  Разработка и модификация запросов и хранимых процедур БД; Адаптация БД под бизнес требования организации; Оптимизация запросов, процедур; Интеграция с внутренними системами; Разработка отчетов; Ведение технической документации.  Наши пожелания кандидату:  Высшее образование; Опыт разработки от 2-х лет в финансовой сфере; Опыт работы с MSSQL, SRSS; Уверенное знание SQL, T-SQL; Наличие опыта анализа и оптимизации SQL-запросов; Умение разбираться в чужом коде; Умение структурировать и систематизировать информацию; Знание PostgreSQL будет плюсом.  ​​​​​​​​​​​​​​Мы предлагаем:  Работа в офисе класса А+, в центре Москвы; Стабильный и прозрачный доход: основной оклад +годовая премия по итогам работы; Корпоративная пенсионная программа; Забота о здоровье: расширенный ДМС; Поддержка на испытательном сроке: у каждого нового сотрудника есть наставник; Возможность карьерного роста; Обучение за счет компании и при поддержке работодателя; Корпоративные скидки от компаний-партнеров; Корпоративная скидка на фитнес; Корпоративная скидка на обучение; Гибридный формат работы после срока испытания. ",Code review;PostgreSQL;Transact-SQL;Ведение отчетности;Информационная грамотность;Разработка технической документации;Сбор и анализ требований,3-6,Администратор баз данных,0
107381121,Администратор баз данных PostgreSQL (DBA),"В связи с расширением в нашу команду приглашаем Администратора баз данных PostgreSQL Чем предстоит заниматься:  настройка и сопровождение решений высокой доступности и отказоустойчивости; мониторинг производительности, развитие системы мониторинга СУБД; поиск узких мест производительности, оптимизация СУБД; автоматизация работы БД, реализация планов обслуживания БД; формирование политик резервного копирования (pgbackrest), восстановление БД; анализ и оптимизация планов выполнения запросов; перенос данных между экземплярами СУБД.  Что для этого потребуется:  опыт работы c высоконагруженными БД; опыт резервного копирования и восстановления БД; практический опыт построения отказоустойчивых систем с высоким уровнем доступности.  Что мы предлагаем:   оформление по ТК РФ (бессрочный трудовой договор);   удаленный формат работы;   пакет льгот для сотрудников от наших партнеров: ДМС (после испытательного срока 3 месяца) + льготное ДМС для родственников;   конкурентная зарплата по итогам интервью, наличие премиальной составляющей;   необходимая техника и софт для работы, компенсируем расходы на мобильную связь;   широкие возможности внутреннего и внешнего обучения, тематические митапы и технические сообщества, языковые клубы;   скидки и купоны от сотен компаний-партнёров на единой платформе, льготное кредитование и страхование.  ",PostgreSQL;Работа с базами данных;Резервное копирование;Сетевой мониторинг и логирование;Управление базами данных,1-3,Администратор баз данных,0
107714182,PostgreSql Application DBA,"Наша команда занимается сопровождением высоконагруженных систем, сердцем которых являются СУБД Oracle и PostgreSQL. Для отказоустойчивости используем Golden Gate, Oracle ADG, Patroni. Чтобы не обновлять сотни серверов «руками», мы разрабатываем и используем DevOps сценарии. Баз данных у нас сотни, приближаемся к тысяче. Мы фанатично любим наши базы данных, мы мониторим их производительность, повышаем уровень отказоустойчивости, проводим регламентные работы и делаем самые надёжные бэкапы. В наши ряды ищем такого же любителя (но профессионала) баз данных, которых сможет разделить всю прелесть update from dual. Обязанности  сопровождение банковских автоматизированных систем в соответствии с SLA/TLA поддержка в рабочем состоянии тестовых и промышленных БД PostgreSQL анализ производительности БД подготовка плана и проведение работ, связанных с БД PostreSQL: обновление, оптимизация производительности и дискового пространства, миграция на новые сервера и СХД поддержка команды DevOps при проведении различных технологических работ связанных с БД выполнение расчёта производительности, управление мощностями системы устранение инцидентов в промышленной среде.  Требования  понимание реляционных и объектно-реляционных баз данных, знание процедуры и методики обновления PostgreSQL на минорную и на мажорную версии умение читать и анализировать планы запросов. Опыт использования PL\PgSQL умение анализировать отчёты по производительности, определение отклонения от нормального поведения БД, выявление узких мест, желательно знания в анализе отчётов SAR и HLAR, умение использовать PERF знание основ архитектуры работы СУБД PostgreSQL: WAL, Vacuum, Analyze, Replication, Extensions, Фоновая запись и т.д. опыт работы с ПО: Patroni, ETCD, HaProxy, PgBouncer, confd знание и понимание работы ключевых механизмов СУБД: блокировки, распределение памяти, конкуренция, утилизация знание и опыт работы с объектами БД: таблицы, индексы, представления, сиквенсы, триггеры, констрейнты.  Условия  комфортный современный офис в Нижнем Новгороде, Ак.Сахарова 2А ежегодный пересмотр зарплаты, годовая премия корпоративный спортзал и зоны отдыха более 400 образовательных программ СберУниверситета для профессионального и карьерного развития расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров вознаграждение за рекомендацию друзей в команду Сбера. ",,1-3,Администратор баз данных,0
117319140,Администратор баз данных PostgreSQL,"Ты крутой Администратор БД PostgreSQL? Тогда мы ищем именно тебя, присоединяйся! Чем предстоит заниматься:  Установкой, настройкой, эксплуатацией, администрированием СУБД; Администрированием UNIX на уровне PostrgreSQL; Мониторингом и обеспечением бесперебойной работы и доступности серверов баз данных; Анализом ошибок и их устранение; Управлением резервным копированием и восстановлением баз данных; Работой с разработчиками по вопросам взаимодействия с БД.  Что мы ждем от Вас:  Опыт администрирования БД PostgreSQL от 1го года; Знание операционных систем семейства UNIX (на уровне продвинутого пользователя); Опыт работы с СУБД PostgreSQL от 1ТБ; Опыт работы с порталом и поддержкой PostgreSQL; Опыт работы с Unix/Linux системами; Опыт работы с системами резервного копирования (Netbackup), RMAN; Будет плюсом опыт/знание администрирования БД Oracle.  Что мы предлагаем:  Пятидневную рабочую неделю с 09:00 до 18:00; ДМС; Атмосферу взаимопомощи и поддержки - опытного наставника, который поможет адаптироваться к рабочему процессу в нашей команде; Насыщенную корпоративную культуру; Компенсацию сотовой связи для Вас и Ваших близких;  Скидки на развлечения, отдых и услуги у партнеров Компании;  Место работы: ул. Мамина-Сибиряка, 85а. ",Oracle Database;PostgreSQL;Администрирование серверов и рабочих станций;Базовая работа с Linux;Обеспечение информационной безопасности;Работа с базами данных;Резервное копирование,1-3,Администратор баз данных,0
117320316,Администратор баз данных Oracle,"Ты крутой Администратор БД Oracle? Тогда мы ищем именно тебя, присоединяйся! Чем предстоит заниматься:  Установкой, настройкой, эксплуатацией, администрированием СУБД Oracle; Администрированием UNIX на уровне Oracle DBA; Мониторингом и обеспечением бесперебойной работы и доступности серверов баз данных; Анализом ошибок и их устранение; Управлением резервным копированием и восстановлением баз данных; Работой с разработчиками по вопросам взаимодействия с БД.  Что мы ждем от Вас:  Опыт администрирования БД версий 10,11,12 (установка, настройка, решение проблем); Знание операционных систем семейства UNIX (на уровне продвинутого пользователя); Опыт работы с СУБД Oracle от 1ТБ; Опыт работы с порталом и поддержкой ORACLE; Опыт работы с Unix/Linux системами; Опыт работы с системами резервного копирования (Netbackup), RMAN.  Что мы предлагаем:  Пятидневную рабочую неделю с 09:00 до 18:00; ДМС; Атмосферу взаимопомощи и поддержки - опытного наставника, который поможет адаптироваться к рабочему процессу в нашей команде; Насыщенную корпоративную культуру; Компенсацию сотовой связи для Вас и Ваших близких;  Скидки на развлечения, отдых и услуги у партнеров Компании;  Место работы: ул. Мамина-Сибиряка, 85а. ",Oracle Database;Администрирование серверов и рабочих станций;Базовая работа с Linux;Обеспечение информационной безопасности;Работа с базами данных;Резервное копирование,1-3,Администратор баз данных,0
