ID вакансии,Название вакансии,Описание вакансии,Ключевые навыки,Название специальности,Заработная плата,Опыт работы
108729626,"Пишущий редактор (IT, продажи)","IT-компания Wazzup приглашает в команду редактора. Кто мы? Wazzup — продуктовая компания, мы разрабатываем b2b SaaS-решение: организовываем переписку между компаниями и их клиентами. Наш сервис помогает экономить время продавцов, контролировать отдел продаж и сокращать отвал клиентов. Как живем? Даем менеджерам большую свободу действий. Максимально избегаем бюрократии и предоставляем простой доступ ко всем участникам команды от технических специалистов до руководства компании. Прислушиваемся к инициативам и предложениям сотрудников. Почему живем хорошо? Мы уже сейчас операционно прибыльная компания, не живем на деньги ангелов и инвесторов. Вопрос «Полетит стартап или не полетит?» не стоит. Он не только полетел, но и обогнал конкурентов, хотя мы запустились позже других компаний на рынке. Что дальше? Есть амбиции захватить мировой рынок. Это не пустые слова. Уже сейчас 13% выручки приходит в долларах и евро, хотя мы для этого ничего не делали. Задачи:  Подбирать идеи для материалов и участвовать в создании контента в блог;  Писать статьи простым языком, соблюдая tone of voice компании;   Брать интервью у клиентов и экспертов и писать материалы на их основе;   Редактировать свои и чужие статьи (коллег, экспертов);   Ставить задачи иллюстраторам для визуализации статей;  Регулярно выпускать материалы и организовывать для них дистрибуцию в связке с сммщиком и другими маркетологами; Собирать и анализировать метрики, принимать решения на основе данных.  Ожидаемый результат работы:  Поднять трафик на сайте и обеспечить постоянный рост за счёт своих материалов; Транслировать аудитории ценности и экспертизу компании, сформировать восприятие нас как лидеров рынка и собрать вокруг бренд-медиа лояльное сообщество; Вместе с другими маркетологами построить воронку от материалов к продуктам компании и генерировать лиды; Реализовать регулярный выпуск материалов в разных форматах — не только информационные статьи, но и интерактивы, инфографика, разборы, интервью, учебник и другие.  Мы рассчитываем, что наш кандидат:  Имеет релевантный опыт работы от 1 года в редактуре; Умеет задавать вопросы и с помощью этого вытаскивать смыслы из авторов; Умеет формулировать обратную связь — так, чтоб авторы его понимали и развивались; Имеет наработанную практику в нашем ToV или умеет быстро подстроиться под него; Очень логичен; Устойчив к критике, способен воспринимать обратную связь и брать ее в работу; В курсе редакторской повестки, имеет чувство вкуса и стиля; Разбирается в контент - маркетинге, в идеале работал над продвижением нескольких разных брендов; Может по ЦА определить, про что писать и как заходить, самостоятельно ищет идеи для текстов; Работает в команде: не пропадает на целый день «в поисках музы», умеет делегировать задачи, просить помощи и помогать другим; Ответственный: не скрывает факапы, предупреждает о проблемах и предлагает решения, не забывает о тексте после выпуска; Видит лишнее и бесполезное в текстах и креативах, умеет вычищать текст; Понимает, что редактура — это не корректура, надо не опечатки искать, а ошибки в сути, логике, речи и стиле; Пишет от себя, не пытается слепо соответствовать трендам или копировать чью-то стилистику.  Как будем работать?   5/2, фултайм, удаленка;   Оклад от 100 000 рублей;   Человеческие условия. Сорокачасовая рабочая неделя на удаленке или в московском офисе. Оплачиваемый отпуск;   Человеческое отношение. В команде нет винтиков, шестеренок и гаечек, есть только люди. С пониманием относимся к потребностям и проблемам каждого;   Если что-то нужно: поддержка, психолог, обучение, лечение — поможем. Такой вот соцпакет.   Следующий шаг: Откликайтесь на вакансию и ждите сообщения от нас.  ",Визуализация данных;Знание основ в области маркетинга;Лидерство;Медиапланирование;Организаторские навыки;Проведение интервью;Продажи;Работа в команде;Разработка маркетинговых стратегий;Умение принимать решения;Управление брендом,UX-редактор,100000,1-3
107351133,Коммуникационный копирайтер (PREMIER онлайн-кинотеатр),"Кем бы вы ни были, и что бы ни любили — в онлайн-кинотеатре PREMIER вы найдете фильмы, сериалы и шоу на свой вкус. В одной подписке доступна огромная и разнообразная библиотека контента: драматичного и смешного, легкого и глубокого — разного. А еще мы в PREMIER увлеченные контент-мейкеры: сами производим фильмы, сериалы и шоу — любим и создаем актуальный российский кинематограф. В креативной команде PREMIER мы пишем много разных текстов: рассказываем в письмах о выходе новых сериалов, предупреждаем в пуш-уведомлениях о смене тарифа, знакомим на лендингах пользователя с тем, что такое PREMIER, и так далее. Для всех этих задач мы ищем опытного и самостоятельного копирайтера, который уже работал над подобным и умеет:  Доносить до пользователя мысль в нужном TOV, в зависимости от того о чём и с кем мы говорим, по дороге разобравшись в задаче; Одинаково интересно рассказывать и про «Министерство неджентельменских дел» и про условных «Реальных пацанов»; Писать живые тексты. Желательно так, чтобы потом их растаскивали на мемы в Твиттере; Придумывать такие тексты для лендингов, чтобы их хотелось дочитать до конца; Работать вместе с дизайнерами, маркетологами и продуктологами.  Мы ждем, что вы:  Знаете, как надо редактировать тексты (опыт работы не менее двух лет); Умеете определять цель и задачи своего текста, не боитесь задавать вопросы (много вопросов!) и предлагать улучшения; Можете писать тексты в разных форматах (коротких и длинных); Работали с интерфейсными текстами или готовы научиться; Можете писать в тональности бренда; Знаете, как с помощью визуального оформления сделать текст проще и интереснее; Спокойно реагируете на комментарии и замечания, можете принять хорошее предложение или аргументировать, почему оно не подходит.  Условия работы:  Самая классная команда на рынке с опытом работы в самых разных областях. У нас можно многому научиться и просто неплохо провести время; Лёгкая и прозрачная коммуникация внутри команды. Каждый член команды открыт к диалогу; Возможность влиять на развитие продукта и бренда. Мы понимаем, что хорошие идеи есть у всех, поэтому внимательно слушаем каждого; Офис на Соколе, гибридный формат работы; Возможность профессионального и карьерного роста; Возможность обучения и повышения уровня квалификации; Расширенная программа ДМС ",Написание и редактирование текстов,UX-редактор,0,1-3
111729078,Креативный копирайтер / Автор вопросов для барной викторины,"Мы — Ruda Games, команда разработчиков и издателей захватывающих развлекательно-интеллектуальных игр. А именно таких хитов как «Туц Туц Quiz», «Квиз Машина», «Мозгобойня» и онлайн-магазина игр PartyStore. И сейчас мы ищем в команду автора-копирайтера для наших игр. Как проходит рабочий день автора: Он ищет информацию, которую адаптирует под квизовый формат вопрос-ответ. В нашей команде никто не использует чужие формулировки или заезженные факты. Мы ищем информацию глубже, а вопросы создаем с нуля, чтобы радовать игроков свежим и качественным контентом. После этого вопросы отсматривает редактор, проверяет фактолог-тестировщик, поправляет корректор и оформляет верстальщик. Все! Вопрос готов и он обязательно войдет в одну из игр. Помимо текстовых вопросов автор создает мультимедийные вопросы из аудио, видео и картинок, и участвует в мозговых штурмах с командой. Пять главных навыков отличного автора:  Большой опыт работы с текстом. Умение формулировать свои мысли во «вкусный» текст; Коммуникабельность. Высокий уровень эмпатии: ты будешь много работать с людьми; Чувство юмора и креатив; Стрессоустойчивость. Способность спокойно воспринимать редакторские правки; Хорошим плюсом будет базовое владение Adobe Photoshop, Adobe Premiere, Adobe Audition, и пр.  Мы не требуем диплом гуманитарной специальности. В авторской группе работают физики и лирики. Важнее всего для нас вышеперечисленные навыки. Что мы предлагаем взамен:  Сдельную систему оплаты труда. В нашей компании количество утвержденных вопросов соответствует оплате. Начинающему автору обычно удается писать на 20 000 и выше, среднему на 40 000 и выше. Приятную атмосферу в команде. Пятничные посиделки, корпоративы и тусовки. График 5 на 2, с 10:00 до 18:00 в офисе в центре. Екатеринбург, ул. Малышева, 71. Уютный офис с кондиционером, кофемашиной, печеньем, холодильником и всем нужным для комфортной работы. Адекватных руководителей, которые заинтересованы в вашем обучении и психологическом здоровье. Персональное рабочее место. Возможность карьерного роста.  Наши игры уже представлены в 13 странах и 185 городах мира. Мы быстро развиваемся, и поэтому нам нужны люди, способные быстро генерировать качественный контент.​​​​​​ Работа в Ruda Games — работа «по любви», с творческими людьми и комфортными условиями. Как раз то, что ты ищешь.  ",Adobe Audition;Adobe Photoshop;Adobe Premiere Pro;Грамотная речь;Информационная грамотность;Коммуникативная грамотность;Креативное мышление;Многозадачность;Написание и редактирование текстов;Работа в команде;Создание и дистрибуция контента;Стрессоустойчивость;Умение выражать и формулировать мысли;Юмор,UX-редактор,30000,1-3
108173807,Офис-менеджер,"Привет, мы первая видео платформа в телеграмм - TAURUS. Суть приложения: Пользователи могут снимать, оценивать, делиться видеоконтентом получая токены TAU. Каждое активное действие пользователя с видеоконтентом, поднимает его в топ Каждые 5-6 дней происходит раздача Toncoin. Самые активные пользователи участвуют в рейтинге и зарабатывают на свой кошелек криптовалюту TON. Разработана 4-х коленная система реферальной программы с рейтингом (пользователь получает проценты не только со своего друга, но и с друзейприглашенного) Кто больше приводит людей за определенное время, получают TONы Помимо видеоконтента, пользователи могут поймать кликер и дополнительно набрать TAU в рейтинге. В настоящее время мы ищем креативного и компетентного Офис менеджера  Обязанности:  Сопровождение процессов делопроизводства отдела маркетинга Регистрация и обработка корреспонденции Ведение деловой переписки Выполнение спец. задач, поступающих от руководителя отдела Коммуникация и общение с партнёрами и блогерами  Требования:  Грамотная письменная, устная речь; Умение работать в режиме многозадачности; Уверенный пользователь ПК (Word,Excel), знание оргтехники; Знание стандартов делового этикета; Организованность, аккуратность, внимательность, исполнительность, стрессоустойчивость; Будет плюсом знание трендов, умение работать с соцсетями.  Условия:  Гибкий подход к оформлению. График работы 5/2 с 10:00 до 19:00 Стабильная заработная плата Возможность быстрого профессионального роста.  Команда с общей целью, где решения принимаются быстро и каждый настроен помочь.    ",Microsoft Excel;Microsoft Word;Аккуратность;Базовые знания ПК;Ведение документооборота;Ведение корреспонденции;Грамотная речь;Знание основ в области маркетинга;Коммуникативная грамотность;Многозадачность;Обучаемость и адаптивность;Ответственность;Самоорганизованность;Стрессоустойчивость,UX-редактор,80000,1-3
107985984,Шеф-редактор новостного канала в крупный госпроект,"Привет! Привет! Мы — БЛЭК, коммуникационное агентство полного цикла. С 2016 года с нуля упаковываем крупных игроков госсектора и бизнеса: разрабатываем стратегии, создаем контент, общаемся с пресс-службами. Приглашаем в команду шеф-редактора, в идеале с опытом в СМИ: стабильный фуллтайм, гибрид Мск или удаленка, ЗП в рынке. Редакция собрана: несколько райтеров, сформированы процессы, прописана редполитика. Общаемся в ТГ, работаем в гуглдоках и Кайтене. Задачи:  Дорабатывать тексты: давать развёрнутые комментарии райтерам, иногда редактировать самому.  Проводить фактчекинг по официальным источникам.   Быть связующим звеном между двумя редакциями — внутренней и клиентской. Включаться в переговоры, презентовать работу редакции, собирать правки клиента и уметь успокоить его в кризисные моменты.   Участвовать в брейнштурмах и тендерах.   Кто подойдет:  В идеале — ты работал в новостной редактуре, информагентстве или журналистике, но не ушел в профдеформацию.  Знаешь, как из правовых источников и сложной допфактуры собрать уникальный контент. Умеешь его переупаковать, адаптировать под разные Tone of Voice, легко и интересно преподнести сложные вещи и научить этому авторов.   Умеешь работать «по Ильяхову», составить понимание задачи и сориентироваться в пожеланиях клиента. В переговорах настойчив, но дипломатичен.   Проактивен и предложишь идеи по развитию проекта.   Что предлагаем:   График 5/2, 10-19, дей-оффы в случае переработок.   Зарплата по итогам собеседования.   Гибрид, удаленка или офис в 10 минутах от м. Белорусская.   Полностью укомплектованная кухня. Есть столовая, рядом фудкорт.   Веранда на крыше, пятничные посиделки со всяким вкусным.   Корпоративные скидки: доставка еды, психологи, английский.   Открытое общение в команде, профессиональный рост.  ",Дипломатичность;Коммуникативная грамотность;Креативное мышление;Написание и редактирование текстов;Организаторские навыки;Проактивность;Сбор и верификация информации;Целеустремленность,UX-редактор,0,3-6
110953038,Шеф-редактор новостного канала в крупный госпроект,"Привет! Привет! Мы — БЛЭК, коммуникационное агентство полного цикла. С 2016 года с нуля упаковываем крупных игроков госсектора и бизнеса: разрабатываем стратегии, создаем контент, общаемся с пресс-службами. Приглашаем в команду шеф-редактора, в идеале с опытом в СМИ: стабильный фуллтайм, гибрид Мск или удаленка, ЗП в рынке. Редакция собрана: несколько райтеров, сформированы процессы, прописана редполитика. Общаемся в ТГ, работаем в гуглдоках и Кайтене. Задачи:  Дорабатывать тексты: давать развёрнутые комментарии райтерам, иногда редактировать самому.  Проводить фактчекинг по официальным источникам.   Быть связующим звеном между двумя редакциями — внутренней и клиентской. Включаться в переговоры, презентовать работу редакции, собирать правки клиента и уметь успокоить его в кризисные моменты.   Участвовать в брейнштурмах и тендерах.   Кто подойдет:  В идеале — ты работал в новостной редактуре, информагентстве или журналистике, но не ушел в профдеформацию.  Знаешь, как из правовых источников и сложной допфактуры собрать уникальный контент. Умеешь его переупаковать, адаптировать под разные Tone of Voice, легко и интересно преподнести сложные вещи и научить этому авторов.   Умеешь работать «по Ильяхову», составить понимание задачи и сориентироваться в пожеланиях клиента. В переговорах настойчив, но дипломатичен.   Проактивен и предложишь идеи по развитию проекта.   Что предлагаем:   График 5/2, 10-19, дей-оффы в случае переработок.   Зарплата по итогам собеседования.   Гибрид, удаленка или офис в 10 минутах от м. Белорусская.   Полностью укомплектованная кухня. Есть столовая, рядом фудкорт.   Веранда на крыше, пятничные посиделки со всяким вкусным.   Корпоративные скидки: доставка еды, психологи, английский.   Открытое общение в команде, профессиональный рост.  ",Дипломатичность;Коммуникативная грамотность;Написание и редактирование текстов;Организаторские навыки;Сбор и верификация информации;Управление персоналом;Целеустремленность,UX-редактор,0,3-6
112618766,Оператор разметки данных,"Команда обработки данных ищет внимательных и ответственных операторов, которые помогут улучшить качество и точность наших AI-моделей. Ваш функционал будет заключаться в анализе и обработке разнообразных типов контента: от аудио и изображений до текстов и видео. У нас есть гибкость в выборе задач, поэтому вы сможете сосредоточиться на том, что вам наиболее интересно. Мы предлагаем  Средний доход на старте — 10 000 ₽, вознаграждение не имеет потолка — чем больше и качественнее вы выполняете функционал, тем выше ваш доход. Гибкость: выполняйте функционал в любое время, которое вам удобно. Комфорт: полностью удаленный формат. Удобство совмещения: вакансия отлично подходит для тех, кто учится или имеет основную работу. Официальное заключение гражданско-правового договора (ГПД): учитывается страховой стаж, есть отчисления в социальные фонды. Бонусы: скидки и акции от наших партнеров, страхование жизни от несчастных случаев и болезней.  Чем предстоит заниматься  Транскрибацией аудио — переводить речь в текст, определять эмоциональную окраску; Распознаванием изображений/текстов — вводить данные с изображений и проверять корректность; Классифицировать текст/изображение — определять соответствует ли текст/изображение тематике и разделять на категории; Модерировать контент — определять ненадлежащий или нежелательный контент на основе определенных правил; Размечать видео, выделять ключевые слова, распознавать сущности и многое другое.  Кого мы ищем  Имеете основное общее образование (9 классов) или выше. Уделяете особое внимание каждой детали. Имеете базовую компьютерную грамотность.  Для завершения процесса отклика необходимо:  Откликнуться на вакансию. Ожидать сообщения на e-mail/в чат на сайте  Ждем вас! #удаленная работа #без опыта #без продаж #разметка данных",,UX-редактор,10000,0
112618765,Оператор разметки данных,"Команда обработки данных ищет внимательных и ответственных операторов, которые помогут улучшить качество и точность наших AI-моделей. Ваш функционал будет заключаться в анализе и обработке разнообразных типов контента: от аудио и изображений до текстов и видео. У нас есть гибкость в выборе задач, поэтому вы сможете сосредоточиться на том, что вам наиболее интересно. Мы предлагаем  Средний доход на старте — 10 000 ₽, вознаграждение не имеет потолка — чем больше и качественнее вы выполняете функционал, тем выше ваш доход. Гибкость: выполняйте функционал в любое время, которое вам удобно. Комфорт: полностью удаленный формат. Удобство совмещения: вакансия отлично подходит для тех, кто учится или имеет основную работу. Официальное заключение гражданско-правового договора (ГПД): учитывается страховой стаж, есть отчисления в социальные фонды. Бонусы: скидки и акции от наших партнеров, страхование жизни от несчастных случаев и болезней.  Чем предстоит заниматься  Транскрибацией аудио — переводить речь в текст, определять эмоциональную окраску; Распознаванием изображений/текстов — вводить данные с изображений и проверять корректность; Классифицировать текст/изображение — определять соответствует ли текст/изображение тематике и разделять на категории; Модерировать контент — определять ненадлежащий или нежелательный контент на основе определенных правил; Размечать видео, выделять ключевые слова, распознавать сущности и многое другое.  Кого мы ищем  Имеете основное общее образование (9 классов) или выше. Уделяете особое внимание каждой детали. Имеете базовую компьютерную грамотность.  Для завершения процесса отклика необходимо:  Откликнуться на вакансию. Ожидать сообщения на e-mail/в чат на сайте  Ждем вас! #удаленная работа #без опыта #без продаж #разметка данных",,UX-редактор,10000,0
112618762,Оператор разметки данных,"Команда обработки данных ищет внимательных и ответственных операторов, которые помогут улучшить качество и точность наших AI-моделей. Ваш функционал будет заключаться в анализе и обработке разнообразных типов контента: от аудио и изображений до текстов и видео. У нас есть гибкость в выборе задач, поэтому вы сможете сосредоточиться на том, что вам наиболее интересно. Мы предлагаем  Средний доход на старте — 10 000 ₽, вознаграждение не имеет потолка — чем больше и качественнее вы выполняете функционал, тем выше ваш доход. Гибкость: выполняйте функционал в любое время, которое вам удобно. Комфорт: полностью удаленный формат. Удобство совмещения: вакансия отлично подходит для тех, кто учится или имеет основную работу. Официальное заключение гражданско-правового договора (ГПД): учитывается страховой стаж, есть отчисления в социальные фонды. Бонусы: скидки и акции от наших партнеров, страхование жизни от несчастных случаев и болезней.  Чем предстоит заниматься  Транскрибацией аудио — переводить речь в текст, определять эмоциональную окраску; Распознаванием изображений/текстов — вводить данные с изображений и проверять корректность; Классифицировать текст/изображение — определять соответствует ли текст/изображение тематике и разделять на категории; Модерировать контент — определять ненадлежащий или нежелательный контент на основе определенных правил; Размечать видео, выделять ключевые слова, распознавать сущности и многое другое.  Кого мы ищем  Имеете основное общее образование (9 классов) или выше. Уделяете особое внимание каждой детали. Имеете базовую компьютерную грамотность.  Для завершения процесса отклика необходимо:  Откликнуться на вакансию. Ожидать сообщения на e-mail/в чат на сайте  Ждем вас! #удаленная работа #без опыта #без продаж #разметка данных",,UX-редактор,10000,0
112618768,Оператор разметки данных,"Команда обработки данных ищет внимательных и ответственных операторов, которые помогут улучшить качество и точность наших AI-моделей. Ваш функционал будет заключаться в анализе и обработке разнообразных типов контента: от аудио и изображений до текстов и видео. У нас есть гибкость в выборе задач, поэтому вы сможете сосредоточиться на том, что вам наиболее интересно. Мы предлагаем  Средний доход на старте — 10 000 ₽, вознаграждение не имеет потолка — чем больше и качественнее вы выполняете функционал, тем выше ваш доход. Гибкость: выполняйте функционал в любое время, которое вам удобно. Комфорт: полностью удаленный формат. Удобство совмещения: вакансия отлично подходит для тех, кто учится или имеет основную работу. Официальное заключение гражданско-правового договора (ГПД): учитывается страховой стаж, есть отчисления в социальные фонды. Бонусы: скидки и акции от наших партнеров, страхование жизни от несчастных случаев и болезней.  Чем предстоит заниматься  Транскрибацией аудио — переводить речь в текст, определять эмоциональную окраску; Распознаванием изображений/текстов — вводить данные с изображений и проверять корректность; Классифицировать текст/изображение — определять соответствует ли текст/изображение тематике и разделять на категории; Модерировать контент — определять ненадлежащий или нежелательный контент на основе определенных правил; Размечать видео, выделять ключевые слова, распознавать сущности и многое другое.  Кого мы ищем  Имеете основное общее образование (9 классов) или выше. Уделяете особое внимание каждой детали. Имеете базовую компьютерную грамотность.  Для завершения процесса отклика необходимо:  Откликнуться на вакансию. Ожидать сообщения на e-mail/в чат на сайте  Ждем вас! #удаленная работа #без опыта #без продаж #разметка данных",,UX-редактор,10000,0
112618769,Оператор разметки данных,"Команда обработки данных ищет внимательных и ответственных операторов, которые помогут улучшить качество и точность наших AI-моделей. Ваш функционал будет заключаться в анализе и обработке разнообразных типов контента: от аудио и изображений до текстов и видео. У нас есть гибкость в выборе задач, поэтому вы сможете сосредоточиться на том, что вам наиболее интересно. Мы предлагаем  Средний доход на старте — 10 000 ₽, вознаграждение не имеет потолка — чем больше и качественнее вы выполняете функционал, тем выше ваш доход. Гибкость: выполняйте функционал в любое время, которое вам удобно. Комфорт: полностью удаленный формат. Удобство совмещения: вакансия отлично подходит для тех, кто учится или имеет основную работу. Официальное заключение гражданско-правового договора (ГПД): учитывается страховой стаж, есть отчисления в социальные фонды. Бонусы: скидки и акции от наших партнеров, страхование жизни от несчастных случаев и болезней.  Чем предстоит заниматься  Транскрибацией аудио — переводить речь в текст, определять эмоциональную окраску; Распознаванием изображений/текстов — вводить данные с изображений и проверять корректность; Классифицировать текст/изображение — определять соответствует ли текст/изображение тематике и разделять на категории; Модерировать контент — определять ненадлежащий или нежелательный контент на основе определенных правил; Размечать видео, выделять ключевые слова, распознавать сущности и многое другое.  Кого мы ищем  Имеете основное общее образование (9 классов) или выше. Уделяете особое внимание каждой детали. Имеете базовую компьютерную грамотность.  Для завершения процесса отклика необходимо:  Откликнуться на вакансию. Ожидать сообщения на e-mail/в чат на сайте  Ждем вас! #удаленная работа #без опыта #без продаж #разметка данных",,UX-редактор,10000,0
112618770,Оператор разметки данных,"Команда обработки данных ищет внимательных и ответственных операторов, которые помогут улучшить качество и точность наших AI-моделей. Ваш функционал будет заключаться в анализе и обработке разнообразных типов контента: от аудио и изображений до текстов и видео. У нас есть гибкость в выборе задач, поэтому вы сможете сосредоточиться на том, что вам наиболее интересно. Мы предлагаем  Средний доход на старте — 10 000 ₽, вознаграждение не имеет потолка — чем больше и качественнее вы выполняете функционал, тем выше ваш доход. Гибкость: выполняйте функционал в любое время, которое вам удобно. Комфорт: полностью удаленный формат. Удобство совмещения: вакансия отлично подходит для тех, кто учится или имеет основную работу. Официальное заключение гражданско-правового договора (ГПД): учитывается страховой стаж, есть отчисления в социальные фонды. Бонусы: скидки и акции от наших партнеров, страхование жизни от несчастных случаев и болезней.  Чем предстоит заниматься  Транскрибацией аудио — переводить речь в текст, определять эмоциональную окраску; Распознаванием изображений/текстов — вводить данные с изображений и проверять корректность; Классифицировать текст/изображение — определять соответствует ли текст/изображение тематике и разделять на категории; Модерировать контент — определять ненадлежащий или нежелательный контент на основе определенных правил; Размечать видео, выделять ключевые слова, распознавать сущности и многое другое.  Кого мы ищем  Имеете основное общее образование (9 классов) или выше. Уделяете особое внимание каждой детали. Имеете базовую компьютерную грамотность.  Для завершения процесса отклика необходимо:  Откликнуться на вакансию. Ожидать сообщения на e-mail/в чат на сайте  Ждем вас! #удаленная работа #без опыта #без продаж #разметка данных",,UX-редактор,10000,0
